frequency_hz,measured_real_ohm,measured_imag_ohm,measured_magnitude_ohm,measured_phase_deg,model_real_ohm,model_imag_ohm,model_magnitude_ohm,model_phase_deg,magnitude_error_db,phase_error_deg
1082875.69460652,16.1339865342582,-324.959770523647,325.360043613639,-87.1576454338893,24.9395947282147,-354.653346646852,355.52915446278,-85.9775225141246,0.770220047413575,1.18012291976465
1093897.28891971,15.9953943824419,-321.655911644405,322.053377776484,-87.153124721222,24.6046706731665,-350.982140904228,351.843506480722,-85.9899918318332,0.768433634445353,1.1631328893888
1105031.06188997,15.6579643319198,-318.512328056409,318.896966073578,-87.1856234607797,24.2749423451752,-347.346503144489,348.193719174494,-86.0022802586513,0.763410908974094,1.1833432021284
1116278.15528054,15.5107328474223,-315.15917874842,315.540632538573,-87.1824300134524,23.9503229392615,-343.746070083364,344.579422871784,-86.0143884108504,0.764680949655868,1.16804160260194
1127639.72247561,15.3414561980888,-312.080735970503,312.457590789804,-87.1856844719201,23.6307272209759,-340.180481785574,341.000251402924,-86.026316872099,0.759272387428606,1.1593675998211
1139116.92859858,15.2150000688636,-308.805073712069,309.179672322441,-87.1792856786741,23.3160714972969,-336.649381633995,337.455842066215,-86.0380661930973,0.760120370418626,1.1412194855768
1150710.95063161,15.0673809661929,-306.016292949787,306.387006121197,-87.1811934859183,23.0062735880825,-333.152416298969,333.945835593516,-86.0496368911951,0.748113782719543,1.13155659472328
1162422.97753624,14.6846632016139,-302.464260017324,302.82052097104,-87.2204679927402,22.701252798063,-329.689235707772,330.469876116079,-86.0610294499923,0.758931507289281,1.1594385427479
1174254.21037537,14.7205636278219,-299.647029754323,300.008395606038,-87.1875288008113,22.4009298893666,-326.25949301424,327.027611130647,-86.0722443189217,0.749020270176272,1.11528448188957
1186205.86243642,14.9826312846419,-296.541620141624,296.919874236183,-87.107616129945,22.1052270545675,-322.862844568559,323.618691465798,-86.0832819128132,0.747886591547904,1.02433421713178
1198279.15935574,14.5120428824874,-293.82457961586,294.182737384538,-87.1724499753093,21.814067890246,-319.498949887202,320.24277124854,-86.0941426114384,0.737243010770185,1.0783073638709
1210475.33924429,14.0729072060097,-290.650248188768,290.990744680001,-87.2279776969886,21.5273773710533,-316.167471623041,316.899507871158,-86.1048267590362,0.740847776406198,1.1231509379524
1222795.65281464,13.8980065306696,-287.627754448143,287.963330503049,-87.2336526998799,21.245081824269,-312.868075535607,313.588561958299,-86.1153346638172,0.740460514018991,1.11831803606273
