frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_NM_real_A,I_NM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_NM_phase_deg
1.972422736114853308e+02,9.880803549079489878e-01,9.880803549079489878e-01,9.880803549079489878e-01,1.198958452940615302e+02,1.198958452940615302e+02,1.198958452940615302e+02,9.880371085795672803e-01,-9.244448320304016545e-03,-9.880371085795672803e-01,9.244448320304016545e-03,9.880371085795672803e-01,-9.244448320304016545e-03,-5.360653085455848732e-01,1.794639346914543978e+02,-5.360653085455848732e-01
1.995262314968878741e+02,9.880907756441099643e-01,9.880907756441099643e-01,9.880907756441099643e-01,1.198959368988449938e+02,1.198959368988449938e+02,1.198959368988449938e+02,9.880465202364444588e-01,-9.351725061834877464e-03,-9.880465202364444588e-01,9.351725061834877464e-03,9.880465202364444588e-01,-9.351725061834877464e-03,-5.422805171919297118e-01,1.794577194828080735e+02,-5.422805171919297118e-01
2.018366363681561779e+02,9.881014392611540131e-01,9.881014392611540131e-01,9.881014392611540131e-01,1.198960306377030633e+02,1.198960306377030633e+02,1.198960306377030633e+02,9.880561511875142200e-01,-9.460252136184205130e-03,-9.880561511875142200e-01,9.460252136184205130e-03,9.880561511875142200e-01,-9.460252136184205130e-03,-5.485679710770832163e-01,1.794514320289229090e+02,-5.485679710770832163e-01
2.041737944669529554e+02,9.881123514236105354e-01,9.881123514236105354e-01,9.881123514236105354e-01,1.198961265603600737e+02,1.198961265603600737e+02,1.198961265603600737e+02,9.880660065440211026e-01,-9.570044307482511448e-03,-9.880660065440211026e-01,9.570044307482511448e-03,9.880660065440211026e-01,-9.570044307482511448e-03,-5.549285164861829101e-01,1.794450714835138285e+02,-5.549285164861829101e-01
2.065380155810529175e+02,9.881235179282882308e-01,9.881235179282882308e-01,9.881235179282882308e-01,1.198962247176992690e+02,1.198962247176992690e+02,1.198962247176992690e+02,9.880760915364186214e-01,-9.681116520890559879e-03,-9.880760915364186214e-01,9.681116520890559879e-03,9.880760915364186214e-01,-9.681116520890559879e-03,-5.613630098459874151e-01,1.794386369901540093e+02,-5.613630098459874151e-01
2.089296130854038722e+02,9.881349447073701775e-01,9.881349447073701775e-01,9.881349447073701775e-01,1.198963251617898607e+02,1.198963251617898607e+02,1.198963251617898607e+02,9.880864115171501538e-01,-9.793483905053898542e-03,-9.880864115171501538e-01,9.793483905053898542e-03,9.880864115171501538e-01,-9.793483905053898542e-03,-5.678723178545428407e-01,1.794321276821454774e+02,-5.678723178545428407e-01
2.113489039836647692e+02,9.881466378315869603e-01,9.881466378315869603e-01,9.881466378315869603e-01,1.198964279459147235e+02,1.198964279459147235e+02,1.198964279459147235e+02,9.880969719635018800e-01,-9.907161774592483303e-03,-9.880969719635018800e-01,9.907161774592483303e-03,9.880969719635018800e-01,-9.907161774592483303e-03,-5.744573176124299074e-01,1.794255426823875723e+02,-5.744573176124299074e-01
2.137962089502232459e+02,9.881586035134575230e-01,9.881586035134575230e-01,9.881586035134575230e-01,1.198965331245986619e+02,1.198965331245986619e+02,1.198965331245986619e+02,9.881077784805151198e-01,-1.002216563263664227e-02,-9.881077784805151198e-01,1.002216563263664227e-02,9.881077784805151198e-01,-1.002216563263664227e-02,-5.811188967562354035e-01,1.794188811032437627e+02,-5.811188967562354035e-01
2.162718523727019999e+02,9.881708481106132869e-01,9.881708481106132869e-01,9.881708481106132869e-01,1.198966407536373993e+02,1.198966407536373993e+02,1.198966407536373993e+02,9.881188368039726111e-01,-1.013851117340320435e-02,-9.881188368039726111e-01,1.013851117340320435e-02,9.881188368039726111e-01,-1.013851117340320435e-02,-5.878579535938684986e-01,1.794121420464061316e+02,-5.878579535938684986e-01
2.187761623949551790e+02,9.881833781291949892e-01,9.881833781291949892e-01,9.881833781291949892e-01,1.198967508901272225e+02,1.198967508901272225e+02,1.198967508901272225e+02,9.881301528034510673e-01,-1.025621428481679649e-02,-9.881301528034510673e-01,1.025621428481679649e-02,9.881301528034510673e-01,-1.025621428481679649e-02,-5.946753972419966949e-01,1.794053246027580144e+02,-5.946753972419966949e-01
2.213094709605638855e+02,9.881962002273333434e-01,9.881962002273333434e-01,9.881962002273333434e-01,1.198968635924953219e+02,1.198968635924953219e+02,1.198968635924953219e+02,9.881417324854483430e-01,-1.037529105117517524e-02,-9.881417324854483430e-01,1.037529105117517524e-02,9.881417324854483430e-01,-1.037529105117517524e-02,-6.015721477655171512e-01,1.793984278522344766e+02,-6.015721477655171512e-01
2.238721138568340052e+02,9.882093212187084141e-01,9.882093212187084141e-01,9.882093212187084141e-01,1.198969789205307848e+02,1.198969789205307848e+02,1.198969789205307848e+02,9.881535819965795442e-01,-1.049575775586186581e-02,-9.881535819965795442e-01,1.049575775586186581e-02,9.881535819965795442e-01,-1.049575775586186581e-02,-6.085491363192364611e-01,1.793914508636807739e+02,-6.085491363192364611e-01
2.264644307593059693e+02,9.882227480761965888e-01,9.882227480761965888e-01,9.882227480761965888e-01,1.198970969354164282e+02,1.198970969354164282e+02,1.198970969354164282e+02,9.881657076268527407e-01,-1.061763088410286326e-02,-9.881657076268527407e-01,1.061763088410286326e-02,9.881657076268527407e-01,-1.061763088410286326e-02,-6.156073052915487231e-01,1.793843926947084526e+02,-6.156073052915487231e-01
2.290867652767772427e+02,9.882364879355997056e-01,9.882364879355997056e-01,9.882364879355997056e-01,1.198972176997613133e+02,1.198972176997613133e+02,1.198972176997613133e+02,9.881781158130185094e-01,-1.074092712577383313e-02,-9.881781158130185094e-01,1.074092712577383313e-02,9.881781158130185094e-01,-1.074092712577383313e-02,-6.227476084504670606e-01,1.793772523915495469e+02,-6.227476084504670606e-01
2.317394649968479712e+02,9.882505480994658864e-01,9.882505480994658864e-01,9.882505480994658864e-01,1.198973412776339842e+02,1.198973412776339842e+02,1.198973412776339842e+02,9.881908131419988583e-01,-1.086566337825613411e-02,-9.881908131419988583e-01,1.086566337825613411e-02,9.881908131419988583e-01,-1.086566337825613411e-02,-6.299710110918907979e-01,1.793700289889081034e+02,-6.299710110918907979e-01
2.344228815319922603e+02,9.882649360409972994e-01,9.882649360409972994e-01,9.882649360409972994e-01,1.198974677345965176e+02,1.198974677345965176e+02,1.198974677345965176e+02,9.882038063543969741e-01,-1.099185674934115634e-02,-9.882038063543969741e-01,1.099185674934115634e-02,9.882038063543969741e-01,-1.099185674934115634e-02,-6.372784901900571120e-01,1.793627215098099441e+02,-6.372784901900571120e-01
2.371373705661655151e+02,9.882796594080519581e-01,9.882796594080519581e-01,9.882796594080519581e-01,1.198975971377393819e+02,1.198975971377393819e+02,1.198975971377393819e+02,9.882171023480875727e-01,-1.111952456018872396e-02,-9.882171023480875727e-01,1.111952456018872396e-02,9.882171023480875727e-01,-1.111952456018872396e-02,-6.446710345504895745e-01,1.793553289654495302e+02,-6.446710345504895745e-01
2.398832919019489793e+02,9.882947260272394452e-01,9.882947260272394452e-01,9.882947260272394452e-01,1.198977295557171203e+02,1.198977295557171203e+02,1.198977295557171203e+02,9.882307081818940686e-01,-1.124868434833646048e-02,-9.882307081818940686e-01,1.124868434833646048e-02,9.882307081818940686e-01,-1.124868434833646048e-02,-6.521496449652379734e-01,1.793478503550347796e+02,-6.521496449652379734e-01
2.426610095082414205e+02,9.883101439081118933e-01,9.883101439081118933e-01,9.883101439081118933e-01,1.198978650587847881e+02,1.198978650587847881e+02,1.198978650587847881e+02,9.882446310793480126e-01,-1.137935387076272412e-02,-9.882446310793480126e-01,1.137935387076272412e-02,9.882446310793480126e-01,-1.137935387076272412e-02,-6.597153343705420836e-01,1.793402846656294400e+02,-6.597153343705420836e-01
2.454708915685031059e+02,9.883259212474579947e-01,9.883259212474579947e-01,9.883259212474579947e-01,1.198980037188353265e+02,1.198980037188353265e+02,1.198980037188353265e+02,9.882588784325426756e-01,-1.151155110700845252e-02,-9.882588784325426756e-01,1.151155110700845252e-02,9.882588784325426756e-01,-1.151155110700845252e-02,-6.673691280071967213e-01,1.793326308719928193e+02,-6.673691280071967213e-01
2.483133105295570431e+02,9.883420664336945993e-01,9.883420664336945993e-01,9.883420664336945993e-01,1.198981456094378188e+02,1.198981456094378188e+02,1.198981456094378188e+02,9.882734578060715647e-01,-1.164529426234951412e-02,-9.882734578060715647e-01,1.164529426234951412e-02,9.882734578060715647e-01,-1.164529426234951412e-02,-6.751120635831148187e-01,1.793248879364168999e+02,-6.751120635831148187e-01
2.511886431509579722e+02,9.883585880513630073e-01,9.883585880513630073e-01,9.883585880513630073e-01,1.198982908058765275e+02,1.198982908058765275e+02,1.198982908058765275e+02,9.882883769410608643e-01,-1.178060177103222583e-02,-9.882883769410608643e-01,1.178060177103222583e-02,9.882883769410608643e-01,-1.178060177103222583e-02,-6.829451914387881795e-01,1.793170548085612097e+02,-6.829451914387881795e-01
2.540972705549306454e+02,9.883754948857316203e-01,9.883754948857316203e-01,9.883754948857316203e-01,1.198984393851909971e+02,1.198984393851909971e+02,1.198984393851909971e+02,9.883036437592976897e-01,-1.191749229956591896e-02,-9.883036437592976897e-01,1.191749229956591896e-02,9.883036437592976897e-01,-1.191749229956591896e-02,-6.908695747152689970e-01,1.793091304252847351e+02,-6.908695747152689970e-01
2.570395782768864592e+02,9.883927959275093933e-01,9.883927959275093933e-01,9.883927959275093933e-01,1.198985914262169530e+02,1.198985914262169530e+02,1.198985914262169530e+02,9.883192663674552625e-01,-1.205598475007761683e-02,-9.883192663674552625e-01,1.205598475007761683e-02,9.883192663674552625e-01,-1.205598475007761683e-02,-6.988862895249335905e-01,1.793011137104750787e+02,-6.988862895249335905e-01
2.600159563165271948e+02,9.884105003776659792e-01,9.884105003776659792e-01,9.884105003776659792e-01,1.198987470096282664e+02,1.198987470096282664e+02,1.198987470096282664e+02,9.883352530614142317e-01,-1.219609826372724908e-02,-9.883352530614142317e-01,1.219609826372724908e-02,9.883352530614142317e-01,-1.219609826372724908e-02,-7.069964251249123421e-01,1.792930035748750868e+02,-7.069964251249123421e-01
2.630267991895381670e+02,9.884286176523733314e-01,9.884286176523733314e-01,9.884286176523733314e-01,1.198989062179798282e+02,1.198989062179798282e+02,1.198989062179798282e+02,9.883516123306905765e-01,-1.233785222418879932e-02,-9.883516123306905765e-01,1.233785222418879932e-02,9.883516123306905765e-01,-1.233785222418879932e-02,-7.152010840934622804e-01,1.792847989159065492e+02,-7.152010840934622804e-01
2.660725059798808729e+02,9.884471573880557749e-01,9.884471573880557749e-01,9.884471573880557749e-01,1.198990691357514891e+02,1.198990691357514891e+02,1.198990691357514891e+02,9.883683528629622073e-01,-1.248126626119609034e-02,-9.883683528629622073e-01,1.248126626119609034e-02,9.883683528629622073e-01,-1.248126626119609034e-02,-7.235013825091828332e-01,1.792764986174908017e+02,-7.235013825091828332e-01
2.691534803926916766e+02,9.884661294465673098e-01,9.884661294465673098e-01,9.884661294465673098e-01,1.198992358493929373e+02,1.198992358493929373e+02,1.198992358493929373e+02,9.883854835487063673e-01,-1.262636025415598412e-02,-9.883854835487063673e-01,1.262636025415598412e-02,9.883854835487063673e-01,-1.262636025415598412e-02,-7.318984501331958770e-01,1.792681015498667989e+02,-7.318984501331958770e-01
2.722701308077912472e+02,9.884855439204858207e-01,9.884855439204858207e-01,9.884855439204858207e-01,1.198994064473697421e+02,1.198994064473697421e+02,1.198994064473697421e+02,9.884030134859422834e-01,-1.277315433583043822e-02,-9.884030134859422834e-01,1.277315433583043822e-02,9.884030134859422834e-01,-1.277315433583043822e-02,-7.403934305943464800e-01,1.792596065694056620e+02,-7.403934305943464800e-01
2.754228703338166042e+02,9.885054111385357389e-01,9.885054111385357389e-01,9.885054111385357389e-01,1.198995810202103200e+02,1.198995810202103200e+02,1.198995810202103200e+02,9.884209519850869485e-01,-1.292166889608933715e-02,-9.884209519850869485e-01,1.292166889608933715e-02,9.884209519850869485e-01,-1.292166889608933715e-02,-7.489874815774962835e-01,1.792510125184224989e+02,-7.489874815774962835e-01
2.786121168629769613e+02,9.885257416711402678e-01,9.885257416711402678e-01,9.885257416711402678e-01,1.198997596605541816e+02,1.198997596605541816e+02,1.198997596605541816e+02,9.884393085739269225e-01,-1.307192458573587859e-02,-9.884393085739269225e-01,1.307192458573587859e-02,9.884393085739269225e-01,-1.307192458573587859e-02,-7.576817750149752451e-01,1.792423182249850413e+02,-7.576817750149752451e-01
2.818382931264454783e+02,9.885465463361003957e-01,9.885465463361003957e-01,9.885465463361003957e-01,1.198999424632012136e+02,1.198999424632012136e+02,1.198999424632012136e+02,9.884580930027020429e-01,-1.322394232040681808e-02,-9.884580930027020429e-01,1.322394232040681808e-02,9.884580930027020429e-01,-1.322394232040681808e-02,-7.664774972812951059e-01,1.792335225027186993e+02,-7.664774972812951059e-01
2.851018267503909556e+02,9.885678362044140188e-01,9.885678362044140188e-01,9.885678362044140188e-01,1.199001295251620292e+02,1.199001295251620292e+02,1.199001295251620292e+02,9.884773152493130377e-01,-1.337774328454809959e-02,-9.884773152493130377e-01,1.337774328454809959e-02,9.884773152493130377e-01,-1.337774328454809959e-02,-7.753758493911067085e-01,1.792246241506088893e+02,-7.753758493911067085e-01
2.884031503126605571e+02,9.885896226062322878e-01,9.885896226062322878e-01,9.885896226062322878e-01,1.199003209457097228e+02,1.199003209457097228e+02,1.199003209457097228e+02,9.884969855246519277e-01,-1.353334893546984975e-02,-9.884969855246519277e-01,1.353334893546984975e-02,9.884969855246519277e-01,-1.353334893546984975e-02,-7.843780472005955628e-01,1.792156219527994097e+02,-7.843780472005955628e-01
2.917427014001165730e+02,9.886119171369543990e-01,9.886119171369543990e-01,9.886119171369543990e-01,1.199005168264325505e+02,1.199005168264325505e+02,1.199005168264325505e+02,9.885171142780531106e-01,-1.369078100748125082e-02,-9.885171142780531106e-01,1.369078100748125082e-02,9.885171142780531106e-01,-1.369078100748125082e-02,-7.934853216123077813e-01,1.792065146783876912e+02,-7.934853216123077813e-01
2.951209226666387053e+02,9.886347316634670479e-01,9.886347316634670479e-01,9.886347316634670479e-01,1.199007172712880873e+02,1.199007172712880873e+02,1.199007172712880873e+02,9.885377122028757846e-01,-1.385006151610817388e-02,-9.885377122028757846e-01,1.385006151610817388e-02,9.885377122028757846e-01,-1.385006151610817388e-02,-8.026989187835229522e-01,1.791973010812164944e+02,-8.026989187835229522e-01
2.985382618917960258e+02,9.886580783305390918e-01,9.886580783305390918e-01,9.886580783305390918e-01,1.199009223866585359e+02,1.199009223866585359e+02,1.199009223866585359e+02,9.885587902422199313e-01,-1.401121276239538672e-02,-9.885587902422199313e-01,1.401121276239538672e-02,9.885587902422199313e-01,-1.401121276239538672e-02,-8.120201003382354621e-01,1.791879798996617694e+02,-8.120201003382354621e-01
3.019951720402016235e+02,9.886819695673613184e-01,9.886819695673613184e-01,9.886819695673613184e-01,1.199011322814073992e+02,1.199011322814073992e+02,1.199011322814073992e+02,9.885803595947741940e-01,-1.417425733729663941e-02,-9.885803595947741940e-01,1.417425733729663941e-02,9.885803595947741940e-01,-1.417425733729663941e-02,-8.214501435828930331e-01,1.791785498564171064e+02,-8.214501435828930331e-01
3.054921113215512491e+02,9.887064180942402025e-01,9.887064180942402025e-01,9.887064180942402025e-01,1.199013470669372481e+02,1.199013470669372481e+02,1.199013470669372481e+02,9.886024317207970924e-01,-1.433921812615203580e-02,-9.886024317207970924e-01,1.433921812615203580e-02,9.886024317207970924e-01,-1.433921812615203580e-02,-8.309903417258104330e-01,1.791690096582741774e+02,-8.309903417258104330e-01
3.090295432513592004e+02,9.887314369294599725e-01,9.887314369294599725e-01,9.887314369294599725e-01,1.199015668572492928e+02,1.199015668572492928e+02,1.199015668572492928e+02,9.886250183482493403e-01,-1.450611831326068142e-02,-9.886250183482493403e-01,1.450611831326068142e-02,9.886250183482493403e-01,-1.450611831326068142e-02,-8.406420041006605892e-01,1.791593579958993416e+02,-8.406420041006605892e-01
3.126079367123955990e+02,9.887570393963007742e-01,9.887570393963007742e-01,9.887570393963007742e-01,1.199017917690038928e+02,1.199017917690038928e+02,1.199017917690038928e+02,9.886481314790628305e-01,-1.467498138654350047e-02,-9.886481314790628305e-01,1.467498138654350047e-02,9.886481314790628305e-01,-1.467498138654350047e-02,-8.504064563937083765e-01,1.791495935436063007e+02,-8.504064563937083765e-01
3.162277660168379612e+02,9.887832391302238122e-01,9.887832391302238122e-01,9.887832391302238122e-01,1.199020219215827154e+02,1.199020219215827154e+02,1.199020219215827154e+02,9.886717833955570578e-01,-1.484583114230601450e-02,-9.886717833955570578e-01,1.484583114230601450e-02,9.886717833955570578e-01,-1.484583114230601450e-02,-8.602850408752962252e-01,1.791397149591246887e+02,-8.602850408752962252e-01
3.198895109691397352e+02,9.888100500862327946e-01,9.888100500862327946e-01,9.888100500862327946e-01,1.199022574371523433e+02,1.199022574371523433e+02,1.199022574371523433e+02,9.886959866670118613e-01,-1.501869169010003856e-02,-9.886959866670118613e-01,1.501869169010003856e-02,9.886959866670118613e-01,-1.501869169010003856e-02,-8.702791166354592045e-01,1.791297208833645414e+02,-8.702791166354592045e-01
3.235936569296280823e+02,9.888374865464084618e-01,9.888374865464084618e-01,9.888374865464084618e-01,1.199024984407293317e+02,1.199024984407293317e+02,1.199024984407293317e+02,9.887207541563917124e-01,-1.519358745768637116e-02,-9.887207541563917124e-01,1.519358745768637116e-02,9.887207541563917124e-01,-1.519358745768637116e-02,-8.803900598237400787e-01,1.791196099401762751e+02,-8.803900598237400787e-01
3.273406948788382920e+02,9.888655631276198621e-01,9.888655631276198621e-01,9.888655631276198621e-01,1.199027450602467297e+02,1.199027450602467297e+02,1.199027450602467297e+02,9.887460990272282091e-01,-1.537054319610417844e-02,-9.887460990272282091e-01,1.537054319610417844e-02,9.887460990272282091e-01,-1.537054319610417844e-02,-8.906192638934713468e-01,1.791093807361065160e+02,-8.906192638934713468e-01
3.311311214825910838e+02,9.888942947894252544e-01,9.888942947894252544e-01,9.888942947894252544e-01,1.199029974266223206e+02,1.199029974266223206e+02,1.199029974266223206e+02,9.887720347506662177e-01,-1.554958398484694408e-02,-9.887720347506662177e-01,1.554958398484694408e-02,9.887720347506662177e-01,-1.554958398484694408e-02,-9.009681398504537642e-01,1.790990318601495517e+02,-9.009681398504537642e-01
3.349654391578275749e+02,9.889236968421567520e-01,9.889236968421567520e-01,9.889236968421567520e-01,1.199032556738283404e+02,1.199032556738283404e+02,1.199032556738283404e+02,9.887985751126749934e-01,-1.573073523715209227e-02,-9.887985751126749934e-01,1.573073523715209227e-02,9.887985751126749934e-01,-1.573073523715209227e-02,-9.114381165063797363e-01,1.790885618834936395e+02,-9.114381165063797363e-01
3.388441561392027666e+02,9.889537849552019200e-01,9.889537849552019200e-01,9.889537849552019200e-01,1.199035199389628161e+02,1.199035199389628161e+02,1.199035199389628161e+02,9.888257342214307188e-01,-1.591402270540093547e-02,-9.888257342214307188e-01,1.591402270540093547e-02,9.888257342214307188e-01,-1.591402270540093547e-02,-9.220306407367413470e-01,1.790779693592632498e+02,-9.220306407367413470e-01
3.427677865464504521e+02,9.889845751654823269e-01,9.889845751654823269e-01,9.889845751654823269e-01,1.199037903623226669e+02,1.199037903623226669e+02,1.199037903623226669e+02,9.888535265148733489e-01,-1.609947248663942329e-02,-9.888535265148733489e-01,1.609947248663942329e-02,9.888535265148733489e-01,-1.609947248663942329e-02,-9.327471777437554845e-01,1.790672528222562505e+02,-9.327471777437554845e-01
3.467368504525316553e+02,9.890160838861338233e-01,9.890160838861338233e-01,9.890160838861338233e-01,1.199040670874784098e+02,1.199040670874784098e+02,1.199040670874784098e+02,9.888819667684403125e-01,-1.628711102821869469e-02,-9.888819667684403125e-01,1.628711102821869469e-02,9.888819667684403125e-01,-1.628711102821869469e-02,-9.435892113241863832e-01,1.790564107886758052e+02,-9.435892113241863832e-01
3.507518739525679621e+02,9.890483279153949869e-01,9.890483279153949869e-01,9.890483279153949869e-01,1.199043502613508139e+02,1.199043502613508139e+02,1.199043502613508139e+02,9.889110701029827366e-01,-1.647696513355869849e-02,-9.889110701029827366e-01,1.647696513355869849e-02,9.889110701029827366e-01,-1.647696513355869849e-02,-9.545582441421697206e-01,1.790454417558578371e+02,-9.545582441421697206e-01
3.548133892335753217e+02,9.890813244457111741e-01,9.890813244457111741e-01,9.890813244457111741e-01,1.199046400342890593e+02,1.199046400342890593e+02,1.199046400342890593e+02,9.889408519928719610e-01,-1.666906196804168738e-02,-9.889408519928719610e-01,1.666906196804168738e-02,9.889408519928719610e-01,-1.666906196804168738e-02,-9.656557980073602332e-01,1.790343442019926385e+02,-9.656557980073602332e-01
