frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_NM_phase_deg
4.954501908047905658e+02,9.904595028908197429e-01,9.904595028908197429e-01,9.904595028908197429e-01,1.199167344631026140e+02,1.199167344631026140e+02,1.199167344631026140e+02,-1.350994525792590828e+00
5.011872336272724624e+02,9.905254654412566362e-01,9.905254654412566362e-01,9.905254654412566362e-01,1.199173129060920644e+02,1.199173129060920644e+02,1.199173129060920644e+02,-1.366763389670945905e+00
5.069907082747044456e+02,9.905929704735586538e-01,9.905929704735586538e-01,9.905929704735586538e-01,1.199179048356306367e+02,1.199179048356306367e+02,1.199179048356306367e+02,-1.382719256590638102e+00
5.128613839913648462e+02,9.906620542007340546e-01,9.906620542007340546e-01,9.906620542007340546e-01,1.199185105664656703e+02,1.199185105664656703e+02,1.199185105664656703e+02,-1.398864447598646032e+00
5.188000389289609302e+02,9.907327536927140743e-01,9.907327536927140743e-01,9.907327536927140743e-01,1.199191304207043487e+02,1.199191304207043487e+02,1.199191304207043487e+02,-1.415201316132436604e+00
5.248074602497722481e+02,9.908051068969488950e-01,9.908051068969488950e-01,9.908051068969488950e-01,1.199197647279862906e+02,1.199197647279862906e+02,1.199197647279862906e+02,-1.431732248591346401e+00
5.308844442309884926e+02,9.908791526595127630e-01,9.908791526595127630e-01,9.908791526595127630e-01,1.199204138256606456e+02,1.199204138256606456e+02,1.199204138256606456e+02,-1.448459664921807555e+00
5.370317963702526640e+02,9.909549307467305779e-01,9.909549307467305779e-01,9.909549307467305779e-01,1.199210780589669554e+02,1.199210780589669554e+02,1.199210780589669554e+02,-1.465386019216479374e+00
5.432503314924330198e+02,9.910324818673420522e-01,9.910324818673420522e-01,9.910324818673420522e-01,1.199217577812204780e+02,1.199217577812204780e+02,1.199217577812204780e+02,-1.482513800328036258e+00
5.495408738576247742e+02,9.911118476952173184e-01,9.911118476952173184e-01,9.911118476952173184e-01,1.199224533540019877e+02,1.199224533540019877e+02,1.199224533540019877e+02,-1.499845532497881662e+00
5.559042572704037184e+02,9.911930708926380840e-01,9.911930708926380840e-01,9.911930708926380840e-01,1.199231651473518667e+02,1.199231651473518667e+02,1.199231651473518667e+02,-1.517383776000257534e+00
5.623413251903490391e+02,9.912761951341564348e-01,9.912761951341564348e-01,9.912761951341564348e-01,1.199238935399689723e+02,1.199238935399689723e+02,1.199238935399689723e+02,-1.535131127802311868e+00
5.688529308438413636e+02,9.913612651310518276e-01,9.913612651310518276e-01,9.913612651310518276e-01,1.199246389194140932e+02,1.199246389194140932e+02,1.199246389194140932e+02,-1.553090222240476326e+00
5.754399373371566071e+02,9.914483266563995922e-01,9.914483266563995922e-01,9.914483266563995922e-01,1.199254016823182951e+02,1.199254016823182951e+02,1.199254016823182951e+02,-1.571263731713887335e+00
5.821032177708715381e+02,9.915374265707637136e-01,9.915374265707637136e-01,9.915374265707637136e-01,1.199261822345962969e+02,1.199261822345962969e+02,1.199261822345962969e+02,-1.589654367395100243e+00
5.888436553555890214e+02,9.916286128485369833e-01,9.916286128485369833e-01,9.916286128485369833e-01,1.199269809916645926e+02,1.199269809916645926e+02,1.199269809916645926e+02,-1.608264879958876126e+00
5.956621435290103364e+02,9.917219346049414019e-01,9.917219346049414019e-01,9.917219346049414019e-01,1.199277983786651873e+02,1.199277983786651873e+02,1.199277983786651873e+02,-1.627098060329502660e+00
6.025595860743580943e+02,9.918174421237069271e-01,9.918174421237069271e-01,9.918174421237069271e-01,1.199286348306942926e+02,1.199286348306942926e+02,1.199286348306942926e+02,-1.646156740447209277e+00
6.095368972401693100e+02,9.919151868854474419e-01,9.919151868854474419e-01,9.919151868854474419e-01,1.199294907930366492e+02,1.199294907930366492e+02,1.199294907930366492e+02,-1.665443794054373816e+00
6.165950018614821602e+02,9.920152215967555920e-01,9.920152215967555920e-01,9.920152215967555920e-01,1.199303667214053348e+02,1.199303667214053348e+02,1.199303667214053348e+02,-1.684962137502109769e+00
6.237348354824191574e+02,9.921176002200274846e-01,9.921176002200274846e-01,9.921176002200274846e-01,1.199312630821872716e+02,1.199312630821872716e+02,1.199312630821872716e+02,-1.704714730577828741e+00
6.309573444801930009e+02,9.922223780040468899e-01,9.922223780040468899e-01,9.922223780040468899e-01,1.199321803526947008e+02,1.199321803526947008e+02,1.199321803526947008e+02,-1.724704577354549073e+00
6.382634861905489743e+02,9.923296115153447117e-01,9.923296115153447117e-01,9.923296115153447117e-01,1.199331190214223994e+02,1.199331190214223994e+02,1.199331190214223994e+02,-1.744934727062589452e+00
6.456542290346556001e+02,9.924393586703520453e-01,9.924393586703520453e-01,9.924393586703520453e-01,1.199340795883113344e+02,1.199340795883113344e+02,1.199340795883113344e+02,-1.765408274984400450e+00
6.531305526474723138e+02,9.925516787683742459e-01,9.925516787683742459e-01,9.925516787683742459e-01,1.199350625650182280e+02,1.199350625650182280e+02,1.199350625650182280e+02,-1.786128363373232553e+00
6.606934480075964302e+02,9.926666325254067669e-01,9.926666325254067669e-01,9.926666325254067669e-01,1.199360684751919166e+02,1.199360684751919166e+02,1.199360684751919166e+02,-1.807098182396507768e+00
6.683439175686148701e+02,9.927842821088099790e-01,9.927842821088099790e-01,9.927842821088099790e-01,1.199370978547561037e+02,1.199370978547561037e+02,1.199370978547561037e+02,-1.828320971104629100e+00
6.760829753919819041e+02,9.929046911728769409e-01,9.929046911728769409e-01,9.929046911728769409e-01,1.199381512521987645e+02,1.199381512521987645e+02,1.199381512521987645e+02,-1.849800018426106307e+00
6.839116472814292820e+02,9.930279248953104432e-01,9.930279248953104432e-01,9.930279248953104432e-01,1.199392292288687401e+02,1.199392292288687401e+02,1.199392292288687401e+02,-1.871538664189791978e+00
6.918309709189362593e+02,9.931540500146366357e-01,9.931540500146366357e-01,9.931540500146366357e-01,1.199403323592790969e+02,1.199403323592790969e+02,1.199403323592790969e+02,-1.893540300175254876e+00
6.998419960022730493e+02,9.932831348685847717e-01,9.932831348685847717e-01,9.932831348685847717e-01,1.199414612314180886e+02,1.199414612314180886e+02,1.199414612314180886e+02,-1.915808371192059933e+00
7.079457843841380509e+02,9.934152494334538286e-01,9.934152494334538286e-01,9.934152494334538286e-01,1.199426164470671097e+02,1.199426164470671097e+02,1.199426164470671097e+02,-1.938346376189135523e+00
7.161434102129020403e+02,9.935504653644977591e-01,9.935504653644977591e-01,9.935504653644977591e-01,1.199437986221267067e+02,1.199437986221267067e+02,1.199437986221267067e+02,-1.961157869394899222e+00
7.244359600749899073e+02,9.936888560373605683e-01,9.936888560373605683e-01,9.936888560373605683e-01,1.199450083869501498e+02,1.199450083869501498e+02,1.199450083869501498e+02,-1.984246461489580060e+00
7.328245331389044850e+02,9.938304965905793154e-01,9.938304965905793154e-01,9.938304965905793154e-01,1.199462463866848196e+02,1.199462463866848196e+02,1.199462463866848196e+02,-2.007615820810505713e+00
7.413102413009177099e+02,9.939754639692026661e-01,9.939754639692026661e-01,9.939754639692026661e-01,1.199475132816223066e+02,1.199475132816223066e+02,1.199475132816223066e+02,-2.031269674591591912e+00
7.498942093324558300e+02,9.941238369695379884e-01,9.941238369695379884e-01,9.941238369695379884e-01,1.199488097475563393e+02,1.199488097475563393e+02,1.199488097475563393e+02,-2.055211810238187553e+00
7.585775750291835493e+02,9.942756962850739511e-01,9.942756962850739511e-01,9.942756962850739511e-01,1.199501364761496234e+02,1.199501364761496234e+02,1.199501364761496234e+02,-2.079446076638454599e+00
7.673614893618185988e+02,9.944311245536022748e-01,9.944311245536022748e-01,9.944311245536022748e-01,1.199514941753093780e+02,1.199514941753093780e+02,1.199514941753093780e+02,-2.103976385512580372e+00
7.762471166286919697e+02,9.945902064055810454e-01,9.945902064055810454e-01,9.945902064055810454e-01,1.199528835695719238e+02,1.199528835695719238e+02,1.199528835695719238e+02,-2.128806712801017298e+00
7.852356346100717701e+02,9.947530285137665684e-01,9.947530285137665684e-01,9.947530285137665684e-01,1.199543054004964802e+02,1.199543054004964802e+02,1.199543054004964802e+02,-2.153941100093194727e+00
7.943282347242812875e+02,9.949196796441562851e-01,9.949196796441562851e-01,9.949196796441562851e-01,1.199557604270685260e+02,1.199557604270685260e+02,1.199557604270685260e+02,-2.179383656098003996e+00
8.035261221856177372e+02,9.950902507082785009e-01,9.950902507082785009e-01,9.950902507082785009e-01,1.199572494261126394e+02,1.199572494261126394e+02,1.199572494261126394e+02,-2.205138558157655027e+00
8.128305161640995493e+02,9.952648348168736669e-01,9.952648348168736669e-01,9.952648348168736669e-01,1.199587731927156398e+02,1.199587731927156398e+02,1.199587731927156398e+02,-2.231210053806139459e+00
8.222426499470711860e+02,9.954435273349906410e-01,9.954435273349906410e-01,9.954435273349906410e-01,1.199603325406594934e+02,1.199603325406594934e+02,1.199603325406594934e+02,-2.257602462374153074e+00
8.317637711026708303e+02,9.956264259385660953e-01,9.956264259385660953e-01,9.956264259385660953e-01,1.199619283028651040e+02,1.199619283028651040e+02,1.199619283028651040e+02,-2.284320176641897238e+00
8.413951416451947125e+02,9.958136306725017262e-01,9.958136306725017262e-01,9.958136306725017262e-01,1.199635613318464067e+02,1.199635613318464067e+02,1.199635613318464067e+02,-2.311367664541486011e+00
8.511380382023768334e+02,9.960052440103092097e-01,9.960052440103092097e-01,9.960052440103092097e-01,1.199652325001756736e+02,1.199652325001756736e+02,1.199652325001756736e+02,-2.338749470910769013e+00
8.609937521846007940e+02,9.962013709153478835e-01,9.962013709153478835e-01,9.962013709153478835e-01,1.199669427009600327e+02,1.199669427009600327e+02,1.199669427009600327e+02,-2.366470219300263800e+00
8.709635899560805683e+02,9.964021189037184367e-01,9.964021189037184367e-01,9.964021189037184367e-01,1.199686928483293968e+02,1.199686928483293968e+02,1.199686928483293968e+02,-2.394534613835193948e+00
8.810488730080146524e+02,9.966075981088524660e-01,9.966075981088524660e-01,9.966075981088524660e-01,1.199704838779363314e+02,1.199704838779363314e+02,1.199704838779363314e+02,-2.422947441134511770e+00
8.912509381337458763e+02,9.968179213478507439e-01,9.968179213478507439e-01,9.968179213478507439e-01,1.199723167474679144e+02,1.199723167474679144e+02,1.199723167474679144e+02,-2.451713572288912513e+00
9.015711376059570057e+02,9.970332041896249331e-01,9.970332041896249331e-01,9.970332041896249331e-01,1.199741924371700463e+02,1.199741924371700463e+02,1.199741924371700463e+02,-2.480837964900113768e+00
9.120108393559096385e+02,9.972535650248981476e-01,9.972535650248981476e-01,9.972535650248981476e-01,1.199761119503845777e+02,1.199761119503845777e+02,1.199761119503845777e+02,-2.510325665183321675e+00
9.225714271547628869e+02,9.974791251381104340e-01,9.974791251381104340e-01,9.974791251381104340e-01,1.199780763140991979e+02,1.199780763140991979e+02,1.199780763140991979e+02,-2.540181810135442309e+00
9.332543007969904920e+02,9.977100087813046692e-01,9.977100087813046692e-01,9.977100087813046692e-01,1.199800865795110099e+02,1.199800865795110099e+02,1.199800865795110099e+02,-2.570411629771144568e+00
9.440608762859235412e+02,9.979463432500352837e-01,9.979463432500352837e-01,9.979463432500352837e-01,1.199821438226035610e+02,1.199821438226035610e+02,1.199821438226035610e+02,-2.601020449429509718e+00
9.549925860214359545e+02,9.981882589613745305e-01,9.981882589613745305e-01,9.981882589613745305e-01,1.199842491447380155e+02,1.199842491447380155e+02,1.199842491447380155e+02,-2.632013692153559070e+00
9.660508789898130999e+02,9.984358895340748052e-01,9.984358895340748052e-01,9.984358895340748052e-01,1.199864036732586925e+02,1.199864036732586925e+02,1.199864036732586925e+02,-2.663396881145506434e+00
9.772372209558111535e+02,9.986893718709527468e-01,9.986893718709527468e-01,9.986893718709527468e-01,1.199886085621133844e+02,1.199886085621133844e+02,1.199886085621133844e+02,-2.695175642300387864e+00
9.885530946569390380e+02,9.989488462435732741e-01,9.989488462435732741e-01,9.989488462435732741e-01,1.199908649924887385e+02,1.199908649924887385e+02,1.199908649924887385e+02,-2.727355706821066761e+00
1.000000000000000000e+03,9.992144563792885181e-01,9.992144563792885181e-01,9.992144563792885181e-01,1.199931741734612132e+02,1.199931741734612132e+02,1.199931741734612132e+02,-2.759942913917435181e+00
1.011579454259898284e+03,9.994863495507225748e-01,9.994863495507225748e-01,9.994863495507225748e-01,1.199955373426639227e+02,1.199955373426639227e+02,1.199955373426639227e+02,-2.792943213593144680e+00
1.023292992280753651e+03,9.997646766677704688e-01,9.997646766677704688e-01,9.997646766677704688e-01,1.199979557669696959e+02,1.199979557669696959e+02,1.199979557669696959e+02,-2.826362669522847426e+00
1.035142166679344200e+03,1.000049592372188600e+00,1.000049592372188600e+00,1.000049592372188600e+00,1.200004307431910178e+02,1.200004307431910178e+02,1.200004307431910178e+02,-2.860207462023572678e+00
1.047128548050899553e+03,1.000341255134863605e+00,1.000341255134863605e+00,1.000341255134863605e+00,1.200029635987969527e+02,1.200029635987969527e+02,1.200029635987969527e+02,-2.894483891123542207e+00
1.059253725177288743e+03,1.000639827355844336e+00,1.000639827355844336e+00,1.000639827355844336e+00,1.200055556926476896e+02,1.200055556926476896e+02,1.200055556926476896e+02,-2.929198379732224744e+00
1.071519305237607114e+03,1.000945475467222456e+00,1.000945475467222456e+00,1.000945475467222456e+00,1.200082084157471343e+02,1.200082084157471343e+02,1.200082084157471343e+02,-2.964357476915328249e+00
1.083926914021203856e+03,1.001258370038956791e+00,1.001258370038956791e+00,1.001258370038956791e+00,1.200109231920139337e+02,1.200109231920139337e+02,1.200109231920139337e+02,-2.999967861278735715e+00
1.096478196143185187e+03,1.001578685887732689e+00,1.001578685887732689e+00,1.001578685887732689e+00,1.200137014790715568e+02,1.200137014790715568e+02,1.200137014790715568e+02,-3.036036344465489645e+00
1.109174815262400898e+03,1.001906602188957107e+00,1.001906602188957107e+00,1.001906602188957107e+00,1.200165447690576173e+02,1.200165447690576173e+02,1.200165447690576173e+02,-3.072569874770141318e+00
1.122018454301962947e+03,1.002242302591993317e+00,1.002242302591993317e+00,1.002242302591993317e+00,1.200194545894532325e+02,1.200194545894532325e+02,1.200194545894532325e+02,-3.109575540874883970e+00
1.135010815672314266e+03,1.002585975338734947e+00,1.002585975338734947e+00,1.002585975338734947e+00,1.200224325039329045e+02,1.200224325039329045e+02,1.200224325039329045e+02,-3.147060575712205210e+00
1.148153621496882806e+03,1.002937813385635257e+00,1.002937813385635257e+00,1.002937813385635257e+00,1.200254801132351474e+02,1.200254801132351474e+02,1.200254801132351474e+02,-3.185032360458790457e+00
1.161448613840342659e+03,1.003298014529305782e+00,1.003298014529305782e+00,1.003298014529305782e+00,1.200285990560548441e+02,1.200285990560548441e+02,1.200285990560548441e+02,-3.223498428665873217e+00
1.174897554939530210e+03,1.003666781535792696e+00,1.003666781535792696e+00,1.003666781535792696e+00,1.200317910099574021e+02,1.200317910099574021e+02,1.200317910099574021e+02,-3.262466470531202312e+00
1.188502227437018973e+03,1.004044322273669909e+00,1.004044322273669909e+00,1.004044322273669909e+00,1.200350576923157462e+02,1.200350576923157462e+02,1.200350576923157462e+02,-3.301944337318154954e+00
1.202264434617413144e+03,1.004430849851061902e+00,1.004430849851061902e+00,1.004430849851061902e+00,1.200384008612703326e+02,1.200384008612703326e+02,1.200384008612703326e+02,-3.341940045927729308e+00
1.216186000646367802e+03,1.004826582756735753e+00,1.004826582756735753e+00,1.004826582756735753e+00,1.200418223167130236e+02,1.200418223167130236e+02,1.200418223167130236e+02,-3.382461783629355789e+00
1.230268770812381035e+03,1.005231745005398913e+00,1.005231745005398913e+00,1.005231745005398913e+00,1.200453239012953759e+02,1.200453239012953759e+02,1.200453239012953759e+02,-3.423517912956789644e+00
1.244514611771384352e+03,1.005646566287340393e+00,1.005646566287340393e+00,1.005646566287340393e+00,1.200489075014618692e+02,1.200489075014618692e+02,1.200489075014618692e+02,-3.465116976775551638e+00
1.258925411794167530e+03,1.006071282122572796e+00,1.006071282122572796e+00,1.006071282122572796e+00,1.200525750485088707e+02,1.200525750485088707e+02,1.200525750485088707e+02,-3.507267703528760716e+00
1.273503081016661554e+03,1.006506134019621079e+00,1.006506134019621079e+00,1.006506134019621079e+00,1.200563285196699326e+02,1.200563285196699326e+02,1.200563285196699326e+02,-3.549979012668287748e+00
1.288249551693134890e+03,1.006951369639119243e+00,1.006951369639119243e+00,1.006951369639119243e+00,1.200601699392279897e+02,1.200601699392279897e+02,1.200601699392279897e+02,-3.593260020278804756e+00
1.303166778452299923e+03,1.007407242962384597e+00,1.007407242962384597e+00,1.007407242962384597e+00,1.200641013796553835e+02,1.200641013796553835e+02,1.200641013796553835e+02,-3.637120044902200089e+00
