frequency_Hz,FR_gain_Rs0_dB,FR_gain_Rs50_dB,CM_I_HOT_dBuA,CM_I_RTN_dBuA,CM_I_CM_dBuA,NM_I_HOT_dBuA,NM_I_RTN_dBuA,NM_I_NM_dBuA,CM_I_CM_abs_A,NM_I_NM_abs_A
3.235936569296281050e+03,1.004882806086187852e+00,-1.665007898852354984e+01,1.140257922798915189e+02,1.140257922798915189e+02,1.200463921931711440e+02,1.209691165355347664e+02,1.209691165355347664e+02,1.209691165355347664e+02,1.005355387717096205e+00,1.118036100436029301e+00
3.273406948788383033e+03,1.031192497992567292e+00,-1.671547143576231775e+01,1.140269206196363712e+02,1.140269206196363712e+02,1.200475205329159962e+02,1.209945913668191224e+02,1.209945913668191224e+02,1.209945913668191224e+02,1.005485996805290716e+00,1.121319999974699666e+00
3.311311214825911065e+03,1.058129218282773287e+00,-1.678060266853058380e+01,1.140280753942121521e+02,1.140280753942121521e+02,1.200486753074917772e+02,1.210206736970404648e+02,1.210206736970404648e+02,1.210206736970404648e+02,1.005619683382141805e+00,1.124692204228560533e+00
3.349654391578279501e+03,1.085707893382880984e+00,-1.684545498243201678e+01,1.140292572265911133e+02,1.140292572265911133e+02,1.200498571398707384e+02,1.210473779937951235e+02,1.210473779937951235e+02,1.210473779937951235e+02,1.005756520805813237e+00,1.128155330299940973e+00
3.388441561392027324e+03,1.113943780605682443e+00,-1.691001035697133759e+01,1.140304667546000559e+02,1.140304667546000559e+02,1.200510666678796809e+02,1.210747190446922303e+02,1.210747190446922303e+02,1.210747190446922303e+02,1.005896584223163748e+00,1.131712081622332944e+00
3.427677865464504521e+03,1.142852472000946085e+00,-1.697425044560899821e+01,1.140317046312826790e+02,1.140317046312826790e+02,1.200523045445623040e+02,1.211027119609417610e+02,1.211027119609417610e+02,1.211027119609417610e+02,1.006039950615264411e+00,1.135365250935846726e+00
3.467368504525316894e+03,1.172449897805221353e+00,-1.703815656542141710e+01,1.140329715252712504e+02,1.140329715252712504e+02,1.200535714385508754e+02,1.211313721805356920e+02,1.211313721805356920e+02,1.211313721805356920e+02,1.006186698844148575e+00,1.139117723340960397e+00
3.507518739525679393e+03,1.202752329426312494e+00,-1.710170968636012390e+01,1.140342681211677842e+02,1.140342681211677842e+02,1.200548680344473951e+02,1.211607154709570580e+02,1.211607154709570580e+02,1.211607154709570580e+02,1.006336909700858318e+00,1.142972479427623700e+00
3.548133892335752989e+03,1.233776381889916784e+00,-1.716489042010276123e+01,1.140355951199347970e+02,1.140355951199347970e+02,1.200561950332144221e+02,1.211907579313442653e+02,1.211907579313442653e+02,1.211907579313442653e+02,1.006490665954807184e+00,1.146932598475726373e+00
3.589219346450049670e+03,1.265539015667248579e+00,-1.722767900848972999e+01,1.140369532392963805e+02,1.140369532392963805e+02,1.200575531525760056e+02,1.212215159940294882e+02,1.212215159940294882e+02,1.212215159940294882e+02,1.006648052404515159e+00,1.151001261721779967e+00
3.630780547701013802e+03,1.298057537793042338e+00,-1.729005531154018627e+01,1.140383432141492648e+02,1.140383432141492648e+02,1.200589431274288899e+02,1.212530064253599846e+02,1.212530064253599846e+02,1.212530064253599846e+02,1.006809155929749400e+00,1.155181755685278366e+00
3.672823004980846235e+03,1.331349602172635205e+00,-1.735199879504195053e+01,1.140397657969846392e+02,1.140397657969846392e+02,1.200603657102642643e+02,1.212852463257012090e+02,1.212852463257012090e+02,1.212852463257012090e+02,1.006974065545114483e+00,1.159477475546607961e+00
3.715352290971727598e+03,1.365433208965061151e+00,-1.741348851771041240e+01,1.140412217583207877e+02,1.140412217583207877e+02,1.200618216716004127e+02,1.213182531285082035e+02,1.213182531285082035e+02,1.213182531285082035e+02,1.007142872455145222e+00,1.163891928566538780e+00
3.758374042884443043e+03,1.400326702915859922e+00,-1.747450311791206445e+01,1.140427118871468934e+02,1.140427118871468934e+02,1.200633118004265185e+02,1.213520445983387788e+02,1.213520445983387788e+02,1.213520445983387788e+02,1.007315670110941586e+00,1.168428737535165407e+00
3.801893963205612636e+03,1.436048770498639549e+00,-1.753502079994965612e+01,1.140442369913783978e+02,1.140442369913783978e+02,1.200648369046580228e+02,1.213866388276676958e+02,1.213866388276676958e+02,1.213866388276676958e+02,1.007492554268397900e+00,1.173091644235751296e+00
3.845917820453535569e+03,1.472618435708062723e+00,-1.759501931990663337e+01,1.140457978983241105e+02,1.140457978983241105e+02,1.200663978116037356e+02,1.214220542323435836e+02,1.214220542323435836e+02,1.214220542323435836e+02,1.007673623048080724e+00,1.177884512906022918e+00
3.890451449942804629e+03,1.510055054328804935e+00,-1.765447597105029587e+01,1.140473954551654572e+02,1.140473954551654572e+02,1.200679953684450822e+02,1.214583095455136004e+02,1.214583095455136004e+02,1.214583095455136004e+02,1.007858976996797384e+00,1.182811333676239585e+00
3.935500754557772325e+03,1.548378306484463618e+00,-1.771336756879436081e+01,1.140490305294483164e+02,1.140490305294483164e+02,1.200696304427279415e+02,1.214954238098192576e+02,1.214954238098192576e+02,1.214954238098192576e+02,1.008048719150924644e+00,1.187876225959578314e+00
3.981071705534973262e+03,1.587608187248150671e+00,-1.777167043522380396e+01,1.140507040095876619e+02,1.140507040095876619e+02,1.200713039228672869e+02,1.215334163676448753e+02,1.215334163676448753e+02,1.215334163676448753e+02,1.008242955101538829e+00,1.193083441766022101e+00
4.027170343254590989e+03,1.627764995070899223e+00,-1.782936038318696603e+01,1.140524168053853913e+02,1.140524168053853913e+02,1.200730167186650164e+02,1.215723068491747085e+02,1.215723068491747085e+02,1.215723068491747085e+02,1.008441793061421343e+00,1.198437368906005718e+00
4.073802778041130296e+03,1.668869317756299431e+00,-1.788641269996265848e+01,1.140541698485617417e+02,1.140541698485617417e+02,1.200747697618413667e+02,1.216121151579868211e+02,1.216121151579868211e+02,1.216121151579868211e+02,1.008645343933984417e+00,1.203942534044349921e+00
4.120975190973304052e+03,1.710942015678093231e+00,-1.794280213051297679e+01,1.140559640933008865e+02,1.140559640933008865e+02,1.200765640065805115e+02,1.216528614538802060e+02,1.216528614538802060e+02,1.216528614538802060e+02,1.008853721384201929e+00,1.209603605558456252e+00
4.168693834703354696e+03,1.754004201903017535e+00,-1.799850286033641922e+01,1.140578005168106159e+02,1.140578005168106159e+02,1.200784004300902410e+02,1.216945661325969894e+02,1.216945661325969894e+02,1.216945661325969894e+02,1.009067041911579699e+00,1.215425396147262527e+00
4.216965034285822185e+03,1.798077218842026648e+00,-1.805348849793982779e+01,1.140596801198971377e+02,1.140596801198971377e+02,1.200802800331767628e+02,1.217372498020630900e+02,1.217372498020630900e+02,1.217372498020630900e+02,1.009285424925273844e+00,1.221412865128879366e+00
4.265795188015925305e+03,1.843182611009998029e+00,-1.810773205695301158e+01,1.140616039275549269e+02,1.140616039275549269e+02,1.200822038408345520e+02,1.217809332547263921e+02,1.217809332547263921e+02,1.217809332547263921e+02,1.009508992821385620e+00,1.227571120354975953e+00
4.315190768277650022e+03,1.889342093425845359e+00,-1.816120593791525906e+01,1.140635729895723927e+02,1.140635729895723927e+02,1.200841729028520177e+02,1.218256374355247686e+02,1.218256374355247686e+02,1.218256374355247686e+02,1.009737871062545089e+00,1.233905419658791969e+00
4.365158322401661280e+03,1.936577515131418181e+00,-1.821388190976992405e+01,1.140655883811536455e+02,1.140655883811536455e+02,1.200861882944332706e+02,1.218713834049615627e+02,1.218713834049615627e+02,1.218713834049615627e+02,1.009972188259832038e+00,1.240421171740799577e+00
4.415704473533125565e+03,1.984910817248055404e+00,-1.826573109111082616e+01,1.140676512035569203e+02,1.140676512035569203e+02,1.200882511168365454e+02,1.219181922967073461e+02,1.219181922967073461e+02,1.219181922967073461e+02,1.010212076257126723e+00,1.247123936381394627e+00
4.466835921509635227e+03,2.034363984923460933e+00,-1.831672393123327680e+01,1.140697625847501087e+02,1.140697625847501087e+02,1.200903624980297337e+02,1.219660852690801391e+02,1.219660852690801391e+02,1.219660852690801391e+02,1.010457670217970616e+00,1.254019423853298232e+00
4.518559443749226375e+03,2.084958992447965898e+00,-1.836683019105261394e+01,1.140719236800839838e+02,1.140719236800839838e+02,1.200925235933636088e+02,1.220150834496829191e+02,1.220150834496829191e+02,1.220150834496829191e+02,1.010709108715029503e+00,1.261113493387249651e+00
4.570881896148751366e+03,2.136717740737763549e+00,-1.841601892396550255e+01,1.140741356729836156e+02,1.140741356729836156e+02,1.200947355862632406e+02,1.220652078723956322e+02,1.220652078723956322e+02,1.220652078723956322e+02,1.010966533822232449e+00,1.268412150522926884e+00
4.623810213992603167e+03,2.189661986291951745e+00,-1.846425845674259492e+01,1.140763997756583450e+02,1.140763997756583450e+02,1.200969996889379701e+02,1.221164794058281871e+02,1.221164794058281871e+02,1.221164794058281871e+02,1.011230091209698534e+00,1.275921543152274351e+00
4.677351412871980756e+03,2.243813260630175055e+00,-1.851151637055735577e+01,1.140787172298312981e+02,1.140787172298312981e+02,1.200993171431109232e+02,1.221689186722407214e+02,1.221689186722407214e+02,1.221689186722407214e+02,1.011499930241536394e+00,1.283647956034354554e+00
4.731512589614802891e+03,2.299192779106545181e+00,-1.855775948227397265e+01,1.140810893074885399e+02,1.140810893074885399e+02,1.201016892207681650e+02,1.222225459558268597e+02,1.222225459558268597e+02,1.222225459558268597e+02,1.011776204076618502e+00,1.291597803528961252e+00
4.786300923226380291e+03,2.355821337872897381e+00,-1.860295382613868043e+01,1.140835173116488619e+02,1.140835173116488619e+02,1.201041172249284870e+02,1.222773810991320289e+02,1.222773810991320289e+02,1.222773810991320289e+02,1.012059069772446751e+00,1.299777620260026634e+00
4.841723675840993565e+03,2.413719197629484281e+00,-1.864706463604289510e+01,1.140860025771546162e+02,1.140860025771546162e+02,1.201066024904342413e+02,1.223334433862449941e+02,1.223334433862449941e+02,1.223334433862449941e+02,1.012348688392199048e+00,1.308194049378930135e+00
4.897788193684461476e+03,2.472905952652154848e+00,-1.869005632855479959e+01,1.140885464714842357e+02,1.140885464714842357e+02,1.201091463847638607e+02,1.223907514112511308e+02,1.223907514112511308e+02,1.223907514112511308e+02,1.012645225115086811e+00,1.316853828051478770e+00
4.954501908047905090e+03,2.533400383422064195e+00,-1.873189248694836451e+01,1.140911503955874053e+02,1.140911503955874053e+02,1.201117503088670162e+02,1.224493229302728849e+02,1.224493229302728849e+02,1.224493229302728849e+02,1.012948849350139513e+00,1.325763769740073261e+00
5.011872336272725079e+03,2.595220291004900925e+00,-1.877253584649599105e+01,1.140938157847430716e+02,1.140938157847430716e+02,1.201144156980226967e+02,1.225091746952441696e+02,1.225091746952441696e+02,1.225091746952441696e+02,1.013259734853532157e+00,1.334930742793711822e+00
5.069907082747044115e+03,2.658382311131896714e+00,-1.881194828133382657e+01,1.140965441094415667e+02,1.140965441094415667e+02,1.201171440227211917e+02,1.225703222673704147e+02,1.225703222673704147e+02,1.225703222673704147e+02,1.013578059849595370e+00,1.344361644792387844e+00
5.128613839913648007e+03,2.722901705722833743e+00,-1.885009079325841697e+01,1.140993368762911757e+02,1.140993368762911757e+02,1.201199367895708008e+02,1.226327798080139786e+02,1.226327798080139786e+02,1.226327798080139786e+02,1.013904007155631781e+00,1.354063372018349698e+00
5.188000389289609302e+03,2.788792129362152927e+00,-1.888692350287015742e+01,1.141021956289500991e+02,1.141021956289500991e+02,1.201227955422297242e+02,1.226965598445155337e+02,1.226965598445155337e+02,1.226965598445155337e+02,1.014237764310690793e+00,1.364042783344066700e+00
5.248074602497723390e+03,2.856065367993178672e+00,-1.892240564354465349e+01,1.141051219490846904e+02,1.141051219490846904e+02,1.201257218623643155e+02,1.227616730082161070e+02,1.227616730082161070e+02,1.227616730082161070e+02,1.014579523708436737e+00,1.374306657734761572e+00
5.308844442309884471e+03,2.924731046832278469e+00,-1.895649555878875603e+01,1.141081174573546377e+02,1.141081174573546377e+02,1.201287173706342628e+02,1.228281277416807171e+02,1.228281277416807171e+02,1.228281277416807171e+02,1.014929482734269639e+00,1.384861644461665486e+00
5.370317963702526868e+03,2.994796304226654549e+00,-1.898915070362518520e+01,1.141111838144259991e+02,1.141111838144259991e+02,1.201317837277056242e+02,1.228959299718471527e+02,1.228959299718471527e+02,1.228959299718471527e+02,1.015287843906857113e+00,1.395714205010067932e+00
5.432503314924336337e+03,3.066265427888037909e+00,-1.902032765074992682e+01,1.141143227220132417e+02,1.141143227220132417e+02,1.201349226352928525e+02,1.229650827455313618e+02,1.229650827455313618e+02,1.229650827455313618e+02,1.015654815024244373e+00,1.406870545543755124e+00
5.495408738576248652e+03,3.139139449633320034e+00,-1.904998210232254152e+01,1.141175359239505980e+02,1.141175359239505980e+02,1.201381358372302230e+02,1.230355858234198507e+02,1.230355858234198507e+02,1.230355858234198507e+02,1.016030609314707567e+00,1.418336538654413115e+00
5.559042572704037411e+03,3.213415694457859573e+00,-1.907806890838276104e+01,1.141208252072946294e+02,1.141208252072946294e+02,1.201414251205742545e+02,1.231074352283743991e+02,1.231074352283743991e+02,1.231074352283743991e+02,1.016415445592551592e+00,1.430117632981740883e+00
5.623413251903491073e+03,3.289087279463902558e+00,-1.910454209304062800e+01,1.141241924034580109e+02,1.141241924034580109e+02,1.201447923167376359e+02,1.231806227435709644e+02,1.231806227435709644e+02,1.231806227435709644e+02,1.016809548419014719e+00,1.442218749138227230e+00
5.688529308438412954e+03,3.366142557876368624e+00,-1.912935488976490461e+01,1.141276393893764265e+02,1.141276393893764265e+02,1.201482393026560516e+02,1.232551353557040557e+02,1.232551353557040557e+02,1.232551353557040557e+02,1.017213148268500955e+00,1.454644160213943493e+00
5.754399373371566071e+03,3.444564503113356047e+00,-1.915245978729859644e+01,1.141311680887089750e+02,1.141311680887089750e+02,1.201517680019886001e+02,1.233309546382235169e+02,1.233309546382235169e+02,1.233309546382235169e+02,1.017626481700341312e+00,1.467397354974095514e+00
5.821032177708715608e+03,3.524330027656696895e+00,-1.917380858796659737e+01,1.141347804730738602e+02,1.141347804730738602e+02,1.201553803863534853e+02,1.234080560693483619e+02,1.234080560693483619e+02,1.234080560693483619e+02,1.018049791536283610e+00,1.480480881699959728e+00
5.888436553555889986e+03,3.605409231311154983e+00,-1.919335248041175745e+01,1.141384785633199641e+02,1.141384785633199641e+02,1.201590784765995892e+02,1.234864082794453850e+02,1.234864082794453850e+02,1.234864082794453850e+02,1.018483327043971487e+00,1.493896170468393070e+00
5.956621435290109730e+03,3.687764573377731558e+00,-1.921104212910911002e+01,1.141422644308358514e+02,1.141422644308358514e+02,1.201628643441154765e+02,1.235659722222974040e+02,1.235659722222974040e+02,1.235659722222974040e+02,1.018927344126608459e+00,1.507643331524898711e+00
6.025595860743580488e+03,3.771349963332446098e+00,-1.922682778336870157e+01,1.141461401988974558e+02,1.141461401988974558e+02,1.201667401121770808e+02,1.236467002648516313e+02,1.236467002648516313e+02,1.236467002648516313e+02,1.019382105519091919e+00,1.521720927291664971e+00
6.095368972401694009e+03,3.856109764842454712e+00,-1.924065940895296123e+01,1.141501080440555711e+02,1.141501080440555711e+02,1.201707079573351962e+02,1.237285351902792740e+02,1.237285351902792740e+02,1.237285351902792740e+02,1.019847880990847555e+00,1.536125715480209042e+00
6.165950018614822511e+03,3.941977708419501791e+00,-1.925248684591287329e+01,1.141541701975648238e+02,1.141541701975648238e+02,1.201747701108444488e+02,1.238114091096455809e+02,1.238114091096455809e+02,1.238114091096455809e+02,1.020324947555657058e+00,1.550852360767555727e+00
6.237348354824191119e+03,4.028875708774939390e+00,-1.926225999679721212e+01,1.141583289468551499e+02,1.141583289468551499e+02,1.201789288601347607e+02,1.238952422782536047e+02,1.238952422782536047e+02,1.238952422782536047e+02,1.020813589688745804e+00,1.565893112570115653e+00
6.309573444801930236e+03,4.116712584078030090e+00,-1.926992905002105871e+01,1.141625866370476956e+02,1.141625866370476956e+02,1.201831865503273207e+02,1.239799418138625526e+02,1.239799418138625526e+02,1.239799418138625526e+02,1.021314099551444254e+00,1.581237446641255762e+00
6.382634861905482467e+03,4.205382675925237734e+00,-1.927544474390491658e+01,1.141669456725164622e+02,1.141669456725164622e+02,1.201875455857960873e+02,1.240654003155875529e+02,1.240654003155875529e+02,1.240654003155875529e+02,1.021826777223723726e+00,1.596871668565046143e+00
