frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
4.570881896148752048e+02,4.999453435985031780e-01,4.999453435985031780e-01,9.998906871970063559e-01,1.139784505558786520e+02,1.139784505558786520e+02,1.199990504691582771e+02,-6.515437856951164226e-05
4.623810213992603622e+02,4.999466322735711121e-01,4.999466322735711121e-01,9.998932645471422243e-01,1.139784729448760459e+02,1.139784729448760459e+02,1.199990728581556709e+02,-6.590901990744462520e-05
4.677351412871981324e+02,4.999479509726302284e-01,4.999479509726302284e-01,9.998959019452604569e-01,1.139784958554402010e+02,1.139784958554402010e+02,1.199990957687198261e+02,-6.667240622983799101e-05
4.731512589614802664e+02,4.999493003953535131e-01,4.999493003953535131e-01,9.998986007907070261e-01,1.139785192997227625e+02,1.139785192997227625e+02,1.199991192130023876e+02,-6.744463903268519355e-05
4.786300923226385180e+02,4.999506812577277914e-01,4.999506812577277914e-01,9.999013625154555829e-01,1.139785432901586262e+02,1.139785432901586262e+02,1.199991432034382512e+02,-6.822582099510980506e-05
4.841723675840993906e+02,4.999520942924322586e-01,4.999520942924322586e-01,9.999041885848645173e-01,1.139785678394724044e+02,1.139785678394724044e+02,1.199991677527520295e+02,-6.901605599431454995e-05
4.897788193684461362e+02,4.999535402492303882e-01,4.999535402492303882e-01,9.999070804984607763e-01,1.139785929606853188e+02,1.139785929606853188e+02,1.199991928739649438e+02,-6.981544911853729035e-05
4.954501908047905658e+02,4.999550198953665037e-01,4.999550198953665037e-01,9.999100397907330073e-01,1.139786186671219923e+02,1.139786186671219923e+02,1.199992185804016174e+02,-7.062410668221692745e-05
5.011872336272724624e+02,4.999565340159749516e-01,4.999565340159749516e-01,9.999130680319499032e-01,1.139786449724176123e+02,1.139786449724176123e+02,1.199992448856972374e+02,-7.144213624055280006e-05
5.069907082747044456e+02,4.999580834144982111e-01,4.999580834144982111e-01,9.999161668289964222e-01,1.139786718905251064e+02,1.139786718905251064e+02,1.199992718038047315e+02,-7.226964660353668666e-05
5.128613839913648462e+02,4.999596689131127203e-01,4.999596689131127203e-01,9.999193378262254406e-01,1.139786994357226035e+02,1.139786994357226035e+02,1.199992993490022286e+02,-7.310674785169367265e-05
5.188000389289609302e+02,4.999612913531671365e-01,4.999612913531671365e-01,9.999225827063342731e-01,1.139787276226209940e+02,1.139787276226209940e+02,1.199993275359006191e+02,-7.395355135027184958e-05
5.248074602497722481e+02,4.999629515956302006e-01,4.999629515956302006e-01,9.999259031912604012e-01,1.139787564661717312e+02,1.139787564661717312e+02,1.199993563794513420e+02,-7.481016976464592778e-05
5.308844442309884926e+02,4.999646505215483150e-01,4.999646505215483150e-01,9.999293010430966300e-01,1.139787859816746476e+02,1.139787859816746476e+02,1.199993858949542727e+02,-7.567671707660610005e-05
5.370317963702526640e+02,4.999663890325136695e-01,4.999663890325136695e-01,9.999327780650273390e-01,1.139788161847862114e+02,1.139788161847862114e+02,1.199994160980658364e+02,-7.655330859980258296e-05
5.432503314924330198e+02,4.999681680511449122e-01,4.999681680511449122e-01,9.999363361022898244e-01,1.139788470915278396e+02,1.139788470915278396e+02,1.199994470048074646e+02,-7.744006099398472853e-05
5.495408738576247742e+02,4.999699885215791451e-01,4.999699885215791451e-01,9.999399770431582901e-01,1.139788787182943111e+02,1.139788787182943111e+02,1.199994786315739361e+02,-7.833709228301863477e-05
5.559042572704037184e+02,4.999718514099711353e-01,4.999718514099711353e-01,9.999437028199422706e-01,1.139789110818625488e+02,1.139789110818625488e+02,1.199995109951421455e+02,-7.924452186983799553e-05
5.623413251903490391e+02,4.999737577050108461e-01,4.999737577050108461e-01,9.999475154100216923e-01,1.139789441994005017e+02,1.139789441994005017e+02,1.199995441126801268e+02,-8.016247055367567789e-05
5.688529308438413636e+02,4.999757084184479616e-01,4.999757084184479616e-01,9.999514168368959233e-01,1.139789780884762962e+02,1.139789780884762962e+02,1.199995780017559213e+02,-8.109106054645763160e-05
5.754399373371566071e+02,4.999777045856306223e-01,4.999777045856306223e-01,9.999554091712612447e-01,1.139790127670675588e+02,1.139790127670675588e+02,1.199996126803471839e+02,-8.203041548887123958e-05
5.821032177708715381e+02,4.999797472660572062e-01,4.999797472660572062e-01,9.999594945321144124e-01,1.139790482535709515e+02,1.139790482535709515e+02,1.199996481668505766e+02,-8.298066046903896558e-05
5.888436553555890214e+02,4.999818375439397666e-01,4.999818375439397666e-01,9.999636750878795333e-01,1.139790845668119346e+02,1.139790845668119346e+02,1.199996844800915596e+02,-8.394192203863287823e-05
5.956621435290103364e+02,4.999839765287822368e-01,4.999839765287822368e-01,9.999679530575644737e-01,1.139791217260548137e+02,1.139791217260548137e+02,1.199997216393344388e+02,-8.491432822945043529e-05
6.025595860743580943e+02,4.999861653559697916e-01,4.999861653559697916e-01,9.999723307119395832e-01,1.139791597510129577e+02,1.139791597510129577e+02,1.199997596642925828e+02,-8.589800857343105121e-05
6.095368972401693100e+02,4.999884051873751400e-01,4.999884051873751400e-01,9.999768103747502801e-01,1.139791986618592148e+02,1.139791986618592148e+02,1.199997985751388399e+02,-8.689309411890948039e-05
6.165950018614821602e+02,4.999906972119766979e-01,4.999906972119766979e-01,9.999813944239533958e-01,1.139792384792367841e+02,1.139792384792367841e+02,1.199998383925164092e+02,-8.789971744902760290e-05
6.237348354824191574e+02,4.999930426464909150e-01,4.999930426464909150e-01,9.999860852929818300e-01,1.139792792242699875e+02,1.139792792242699875e+02,1.199998791375496126e+02,-8.891801270280941737e-05
6.309573444801930009e+02,4.999954427360231990e-01,4.999954427360231990e-01,9.999908854720463980e-01,1.139793209185756808e+02,1.139793209185756808e+02,1.199999208318553059e+02,-8.994811558780229624e-05
6.382634861905489743e+02,4.999978987547283871e-01,4.999978987547283871e-01,9.999957975094567741e-01,1.139793635842746085e+02,1.139793635842746085e+02,1.199999634975542335e+02,-9.099016340560215417e-05
6.456542290346556001e+02,5.000004120064911461e-01,5.000004120064911461e-01,1.000000824012982292e+00,1.139794072440032551e+02,1.139794072440032551e+02,1.200000071572828801e+02,-9.204429506048780382e-05
6.531305526474723138e+02,5.000029838256210279e-01,5.000029838256210279e-01,1.000005967651242056e+00,1.139794519209257970e+02,1.139794519209257970e+02,1.200000518342054221e+02,-9.311065109889335521e-05
6.606934480075964302e+02,5.000056155775630673e-01,5.000056155775630673e-01,1.000011231155126135e+00,1.139794976387464942e+02,1.139794976387464942e+02,1.200000975520261193e+02,-9.418937370320655219e-05
6.683439175686148701e+02,5.000083086596257553e-01,5.000083086596257553e-01,1.000016617319251511e+00,1.139795444217222382e+02,1.139795444217222382e+02,1.200001443350018633e+02,-9.528060673791336561e-05
6.760829753919819041e+02,5.000110645017262767e-01,5.000110645017262767e-01,1.000022129003452553e+00,1.139795922946754843e+02,1.139795922946754843e+02,1.200001922079551093e+02,-9.638449574368833253e-05
6.839116472814292820e+02,5.000138845671528998e-01,5.000138845671528998e-01,1.000027769134305800e+00,1.139796412830074104e+02,1.139796412830074104e+02,1.200002411962870355e+02,-9.750118797832859566e-05
6.918309709189362593e+02,5.000167703533444641e-01,5.000167703533444641e-01,1.000033540706688928e+00,1.139796914127114462e+02,1.139796914127114462e+02,1.200002913259910713e+02,-9.863083242709513214e-05
6.998419960022730493e+02,5.000197233926902962e-01,5.000197233926902962e-01,1.000039446785380592e+00,1.139797427103871144e+02,1.139797427103871144e+02,1.200003426236667394e+02,-9.977357982596990655e-05
7.079457843841380509e+02,5.000227452533479999e-01,5.000227452533479999e-01,1.000045490506696000e+00,1.139797952032541559e+02,1.139797952032541559e+02,1.200003951165337810e+02,-1.009295826841002247e-04
7.161434102129020403e+02,5.000258375400766786e-01,5.000258375400766786e-01,1.000051675080153357e+00,1.139798489191669972e+02,1.139798489191669972e+02,1.200004488324466223e+02,-1.020989953039971220e-04
7.244359600749899073e+02,5.000290018950976911e-01,5.000290018950976911e-01,1.000058003790195382e+00,1.139799038866296002e+02,1.139799038866296002e+02,1.200005037999092252e+02,-1.032819738021798330e-04
7.328245331389044850e+02,5.000322399989679534e-01,5.000322399989679534e-01,1.000064479997935907e+00,1.139799601348105540e+02,1.139799601348105540e+02,1.200005600480901791e+02,-1.044786761340253260e-04
7.413102413009177099e+02,5.000355535714781086e-01,5.000355535714781086e-01,1.000071107142956217e+00,1.139800176935587075e+02,1.139800176935587075e+02,1.200006176068383326e+02,-1.056892621136955459e-04
7.498942093324558300e+02,5.000389443725699046e-01,5.000389443725699046e-01,1.000077888745139809e+00,1.139800765934189286e+02,1.139800765934189286e+02,1.200006765066985537e+02,-1.069138934378380327e-04
7.585775750291835493e+02,5.000424142032764419e-01,5.000424142032764419e-01,1.000084828406552884e+00,1.139801368656484044e+02,1.139801368656484044e+02,1.200007367789280295e+02,-1.081527337069171526e-04
7.673614893618185988e+02,5.000459649066834045e-01,5.000459649066834045e-01,1.000091929813366809e+00,1.139801985422333530e+02,1.139801985422333530e+02,1.200007984555129781e+02,-1.094059484522201233e-04
7.762471166286919697e+02,5.000495983689139390e-01,5.000495983689139390e-01,1.000099196737827878e+00,1.139802616559058777e+02,1.139802616559058777e+02,1.200008615691855027e+02,-1.106737051553946630e-04
7.852356346100717701e+02,5.000533165201354047e-01,5.000533165201354047e-01,1.000106633040270809e+00,1.139803262401615314e+02,1.139803262401615314e+02,1.200009261534411564e+02,-1.119561732735261934e-04
7.943282347242812875e+02,5.000571213355907707e-01,5.000571213355907707e-01,1.000114242671181541e+00,1.139803923292770804e+02,1.139803923292770804e+02,1.200009922425567055e+02,-1.132535242640841391e-04
8.035261221856177372e+02,5.000610148366547714e-01,5.000610148366547714e-01,1.000122029673309543e+00,1.139804599583287370e+02,1.139804599583287370e+02,1.200010598716083621e+02,-1.145659316092943855e-04
8.128305161640995493e+02,5.000649990919124876e-01,5.000649990919124876e-01,1.000129998183824975e+00,1.139805291632108606e+02,1.139805291632108606e+02,1.200011290764904857e+02,-1.158935708393719297e-04
8.222426499470711860e+02,5.000690762182673499e-01,5.000690762182673499e-01,1.000138152436534700e+00,1.139805999806551284e+02,1.139805999806551284e+02,1.200011998939347393e+02,-1.172366195601222953e-04
8.317637711026708303e+02,5.000732483820710117e-01,5.000732483820710117e-01,1.000146496764142023e+00,1.139806724482498907e+02,1.139806724482498907e+02,1.200012723615295158e+02,-1.185952574763269197e-04
8.413951416451947125e+02,5.000775178002825339e-01,5.000775178002825339e-01,1.000155035600565068e+00,1.139807466044604496e+02,1.139807466044604496e+02,1.200013465177400747e+02,-1.199696664184385294e-04
8.511380382023768334e+02,5.000818867416538804e-01,5.000818867416538804e-01,1.000163773483307761e+00,1.139808224886493520e+02,1.139808224886493520e+02,1.200014224019289770e+02,-1.213600303687984491e-04
8.609937521846007940e+02,5.000863575279445028e-01,5.000863575279445028e-01,1.000172715055889006e+00,1.139809001410974076e+02,1.139809001410974076e+02,1.200015000543770327e+02,-1.227665354887034111e-04
8.709635899560805683e+02,5.000909325351611256e-01,5.000909325351611256e-01,1.000181865070322251e+00,1.139809796030251476e+02,1.139809796030251476e+02,1.200015795163047727e+02,-1.241893701439271728e-04
8.810488730080146524e+02,5.000956141948331712e-01,5.000956141948331712e-01,1.000191228389666342e+00,1.139810609166148225e+02,1.139810609166148225e+02,1.200016608298944476e+02,-1.256287249332274311e-04
8.912509381337458763e+02,5.001004049953098329e-01,5.001004049953098329e-01,1.000200809990619666e+00,1.139811441250328272e+02,1.139811441250328272e+02,1.200017440383124523e+02,-1.270847927153377264e-04
9.015711376059570057e+02,5.001053074830968947e-01,5.001053074830968947e-01,1.000210614966193789e+00,1.139812292724526799e+02,1.139812292724526799e+02,1.200018291857323049e+02,-1.285577686374895763e-04
9.120108393559096385e+02,5.001103242642166435e-01,5.001103242642166435e-01,1.000220648528433287e+00,1.139813164040786120e+02,1.139813164040786120e+02,1.200019163173582371e+02,-1.300478501635580662e-04
9.225714271547628869e+02,5.001154580056055288e-01,5.001154580056055288e-01,1.000230916011211058e+00,1.139814055661696699e+02,1.139814055661696699e+02,1.200020054794492950e+02,-1.315552371030091793e-04
9.332543007969904920e+02,5.001207114365429085e-01,5.001207114365429085e-01,1.000241422873085817e+00,1.139814968060642855e+02,1.139814968060642855e+02,1.200020967193439105e+02,-1.330801316400968739e-04
9.440608762859235412e+02,5.001260873501139903e-01,5.001260873501139903e-01,1.000252174700227981e+00,1.139815901722056140e+02,1.139815901722056140e+02,1.200021900854852106e+02,-1.346227383633327821e-04
9.549925860214359545e+02,5.001315886047060788e-01,5.001315886047060788e-01,1.000263177209412158e+00,1.139816857141672557e+02,1.139816857141672557e+02,1.200022856274468808e+02,-1.361832642959814833e-04
9.660508789898130999e+02,5.001372181255422378e-01,5.001372181255422378e-01,1.000274436251084476e+00,1.139817834826798162e+02,1.139817834826798162e+02,1.200023833959594413e+02,-1.377619189260372576e-04
9.772372209558111535e+02,5.001429789062479259e-01,5.001429789062479259e-01,1.000285957812495852e+00,1.139818835296578214e+02,1.139818835296578214e+02,1.200024834429374465e+02,-1.393589142376734299e-04
9.885530946569390380e+02,5.001488740104614861e-01,5.001488740104614861e-01,1.000297748020922972e+00,1.139819859082275570e+02,1.139819859082275570e+02,1.200025858215071821e+02,-1.409744647424642210e-04
1.000000000000000000e+03,5.001549065734721689e-01,5.001549065734721689e-01,1.000309813146944338e+00,1.139820906727552199e+02,1.139820906727552199e+02,1.200026905860348450e+02,-1.426087875109567692e-04
1.011579454259898284e+03,5.001610798039074490e-01,5.001610798039074490e-01,1.000322159607814898e+00,1.139821978788760930e+02,1.139821978788760930e+02,1.200027977921557181e+02,-1.442621022049905735e-04
1.023292992280753651e+03,5.001673969854542046e-01,5.001673969854542046e-01,1.000334793970908409e+00,1.139823075835241326e+02,1.139823075835241326e+02,1.200029074968037577e+02,-1.459346311107195273e-04
1.035142166679344200e+03,5.001738614786216397e-01,5.001738614786216397e-01,1.000347722957243279e+00,1.139824198449623935e+02,1.139824198449623935e+02,1.200030197582420186e+02,-1.476265991718311952e-04
1.047128548050899553e+03,5.001804767225473958e-01,5.001804767225473958e-01,1.000360953445094792e+00,1.139825347228141226e+02,1.139825347228141226e+02,1.200031346360937476e+02,-1.493382340231702804e-04
1.059253725177288743e+03,5.001872462368465166e-01,5.001872462368465166e-01,1.000374492473693033e+00,1.139826522780945766e+02,1.139826522780945766e+02,1.200032521913742016e+02,-1.510697660245776048e-04
1.071519305237607114e+03,5.001941736235002711e-01,5.001941736235002711e-01,1.000388347247000542e+00,1.139827725732435226e+02,1.139827725732435226e+02,1.200033724865231477e+02,-1.528214282962014350e-04
1.083926914021203856e+03,5.002012625687972669e-01,5.002012625687972669e-01,1.000402525137594534e+00,1.139828956721587616e+02,1.139828956721587616e+02,1.200034955854383725e+02,-1.545934567537153234e-04
1.096478196143185187e+03,5.002085168453115349e-01,5.002085168453115349e-01,1.000417033690623070e+00,1.139830216402300493e+02,1.139830216402300493e+02,1.200036215535096744e+02,-1.563860901430775489e-04
1.109174815262400898e+03,5.002159403139376792e-01,5.002159403139376792e-01,1.000431880627875358e+00,1.139831505443741975e+02,1.139831505443741975e+02,1.200037504576538225e+02,-1.581995700780974476e-04
1.122018454301962947e+03,5.002235369259636633e-01,5.002235369259636633e-01,1.000447073851927327e+00,1.139832824530707001e+02,1.139832824530707001e+02,1.200038823663503251e+02,-1.600341410768245181e-04
1.135010815672314266e+03,5.002313107252028823e-01,5.002313107252028823e-01,1.000462621450405765e+00,1.139834174363983550e+02,1.139834174363983550e+02,1.200040173496779801e+02,-1.618900505985116105e-04
1.148153621496882806e+03,5.002392658501688683e-01,5.002392658501688683e-01,1.000478531700337737e+00,1.139835555660727948e+02,1.139835555660727948e+02,1.200041554793524199e+02,-1.637675490819399287e-04
1.161448613840342659e+03,5.002474065363071709e-01,5.002474065363071709e-01,1.000494813072614342e+00,1.139836969154846997e+02,1.139836969154846997e+02,1.200042968287643248e+02,-1.656668899839954586e-04
1.174897554939530210e+03,5.002557371182781987e-01,5.002557371182781987e-01,1.000511474236556397e+00,1.139838415597391190e+02,1.139838415597391190e+02,1.200044414730187441e+02,-1.675883298184283011e-04
1.188502227437018973e+03,5.002642620322936828e-01,5.002642620322936828e-01,1.000528524064587366e+00,1.139839895756955599e+02,1.139839895756955599e+02,1.200045894889751850e+02,-1.695321281960891497e-04
1.202264434617413144e+03,5.002729858185100964e-01,5.002729858185100964e-01,1.000545971637020193e+00,1.139841410420092274e+02,1.139841410420092274e+02,1.200047409552888524e+02,-1.714985478648545746e-04
1.216186000646367802e+03,5.002819131234799155e-01,5.002819131234799155e-01,1.000563826246959831e+00,1.139842960391729321e+02,1.139842960391729321e+02,1.200048959524525571e+02,-1.734878547505032875e-04
1.230268770812381035e+03,5.002910487026583919e-01,5.002910487026583919e-01,1.000582097405316784e+00,1.139844546495602771e+02,1.139844546495602771e+02,1.200050545628399021e+02,-1.755003179988904954e-04
1.244514611771384352e+03,5.003003974229724982e-01,5.003003974229724982e-01,1.000600794845944996e+00,1.139846169574697257e+02,1.139846169574697257e+02,1.200052168707493507e+02,-1.775362100174670968e-04
1.258925411794167530e+03,5.003099642654522672e-01,5.003099642654522672e-01,1.000619928530904534e+00,1.139847830491696357e+02,1.139847830491696357e+02,1.200053829624492607e+02,-1.795958065185477247e-04
1.273503081016661554e+03,5.003197543279208626e-01,5.003197543279208626e-01,1.000639508655841725e+00,1.139849530129446009e+02,1.139849530129446009e+02,1.200055529262242260e+02,-1.816793865629279280e-04
1.288249551693134890e+03,5.003297728277533718e-01,5.003297728277533718e-01,1.000659545655506744e+00,1.139851269391425745e+02,1.139851269391425745e+02,1.200057268524221996e+02,-1.837872326042124557e-04
1.303166778452299923e+03,5.003400251046988823e-01,5.003400251046988823e-01,1.000680050209397765e+00,1.139853049202233990e+02,1.139853049202233990e+02,1.200059048335030241e+02,-1.859196305334863105e-04
